lon_departure,lat_departure,lon_arrival,lat_arrival
121.56,31.329,109.687,18.504
121.56,31.329,114.351,23.065
121.56,31.329,120.624,36.443
121.56,31.329,117.576,39.207
121.56,31.329,109.252,34.745
121.56,31.329,118.212,24.906
121.56,31.329,113.626,22.01
123.483,41.637,120.724,30.382
123.483,41.637,119.436,32.236
123.483,41.637,122.342,31.238
123.483,41.637,121.56,31.329
123.483,41.637,115.162,38.467
123.483,41.637,109.252,34.745
115.162,38.467,107.069,30.198
115.162,38.467,104.578,30.964
115.162,38.467,121.897,39.609
115.162,38.467,114.524,22.514
115.162,38.467,121.56,31.329
115.162,38.467,123.483,41.637
115.162,38.467,87.79,44.511
115.162,38.467,118.212,24.906
117.138,23.666,121.56,31.329
109.687,18.504,122.342,31.238
109.687,18.504,121.56,31.329
109.687,18.504,117.576,39.207
114.351,23.065,121.56,31.329
134.025,34.356,122.342,31.238
120.624,36.443,121.56,31.329
117.576,39.207,121.56,31.329
117.576,39.207,109.687,18.504
87.79,44.511,106.015,38.803
87.79,44.511,115.162,38.467
109.252,34.745,121.56,31.329
109.252,34.745,123.483,41.637
118.212,24.906,122.342,31.238
118.212,24.906,121.56,31.329
118.212,24.906,115.162,38.467
113.626,22.01,122.342,31.238
113.626,22.01,121.56,31.329
-94.892,47.851,-92.703,45.469
-86.49,46.204,-87.525,46.363
-87.525,46.363,-86.49,46.204
-92.703,45.469,-94.892,47.851
-69.359,12.835,-68.934,12.314
-66.985,11.005,-68.934,12.314
-68.934,12.314,-69.359,12.835
-68.934,12.314,-66.985,11.005
-68.934,12.314,-69.449,18.716
-68.934,12.314,-62.515,18.068
-68.934,12.314,-67.881,10.249
-69.449,18.716,-68.934,12.314
-69.449,18.716,-62.515,18.068
-62.515,18.068,-68.934,12.314
-62.515,18.068,-69.449,18.716
-67.881,10.249,-68.934,12.314
-69.434,41.421,-70.342,42.607
-69.434,41.421,-70.929,42.126
-69.434,41.421,-69.801,42.115
-69.434,41.421,-70.359,41.652
-73.67,43.247,-70.342,42.607
-73.67,43.247,-74.743,45.559
-73.67,43.247,-75.11,45.136
-69.663,44.534,-70.342,42.607
-62.426,18.341,-65.337,18.732
-70.342,42.607,-69.434,41.421
-70.342,42.607,-73.67,43.247
-70.342,42.607,-69.663,44.534
-70.342,42.607,-69.801,42.115
-70.342,42.607,-71.841,44.043
-70.342,42.607,-70.359,41.652
-70.342,42.607,-69.703,42.119
-70.342,42.607,-68.499,44.1
-70.342,42.607,-72.916,43.882
-70.342,42.607,-73.677,44.642
-76.448,39.292,-77.55,40.179
-76.448,39.292,-75.827,40.202
-89.285,37.375,-89.951,39.247
-64.239,18.741,-65.337,18.732
-70.929,42.126,-69.434,41.421
-70.929,42.126,-70.359,41.652
-81.6,24.926,-81.592,26.893
-77.55,40.179,-76.448,39.292
-73.513,41.111,-71.841,44.043
-69.801,42.115,-69.434,41.421
-69.801,42.115,-70.342,42.607
-69.801,42.115,-70.359,41.652
-92.242,40.155,-89.951,39.247
-71.841,44.043,-70.342,42.607
-71.841,44.043,-73.513,41.111
-75.827,40.202,-76.448,39.292
-66.581,18.426,-65.337,18.732
-74.743,45.559,-73.67,43.247
-70.359,41.652,-69.434,41.421
-70.359,41.652,-70.342,42.607
-70.359,41.652,-70.929,42.126
-70.359,41.652,-69.801,42.115
-88.352,38.258,-89.951,39.247
-62.317,17.342,-65.337,18.732
-75.11,45.136,-73.67,43.247
-86.612,38.233,-89.951,39.247
-69.703,42.119,-70.342,42.607
-68.499,44.1,-70.342,42.607
-81.592,26.893,-81.6,24.926
-72.916,43.882,-70.342,42.607
-65.337,18.732,-62.426,18.341
-65.337,18.732,-64.239,18.741
-65.337,18.732,-66.581,18.426
-65.337,18.732,-62.317,17.342
-65.337,18.732,-64.956,18.562
-65.337,18.732,-64.665,18.169
-65.337,18.732,-65.038,18.193
-73.677,44.642,-70.342,42.607
-89.951,39.247,-89.285,37.375
-89.951,39.247,-92.242,40.155
-89.951,39.247,-88.352,38.258
-89.951,39.247,-86.612,38.233
-89.951,39.247,-91.568,38.236
-89.951,39.247,-90.658,40.571
-64.956,18.562,-65.337,18.732
-64.956,18.562,-64.665,18.169
-64.665,18.169,-65.337,18.732
-64.665,18.169,-64.956,18.562
-64.665,18.169,-65.038,18.193
-91.568,38.236,-89.951,39.247
-90.658,40.571,-89.951,39.247
-65.038,18.193,-65.337,18.732
-65.038,18.193,-64.665,18.169
-72.017,-0.3,-72.362,-0.556
-72.017,-0.3,-74.611,2.253
-81.519,12.972,-80.931,13.594
-76.667,7.055,-75.318,6.366
-70.562,7.114,-72.642,7.21
-70.562,7.114,-73.579,5.169
-70.562,7.114,-72.186,8.545
-72.642,7.21,-70.562,7.114
-72.642,7.21,-72.186,8.545
-72.642,7.21,-75.318,6.366
-73.579,5.169,-70.562,7.114
-73.579,5.169,-76.983,4.366
-73.579,5.169,-74.81,9.554
-73.579,5.169,-75.318,6.366
-73.579,5.169,-71.974,5.531
-73.579,5.169,-75.274,1.981
-73.579,5.169,-69.724,1.422
-73.579,5.169,-74.824,3.583
-73.579,5.169,-67.156,6.307
-73.579,5.169,-67.85,4.416
-73.579,5.169,-76.82,1.66
-73.579,5.169,-76.169,0.842
-73.579,5.169,-71.834,7.527
-73.579,5.169,-72.399,2.966
-73.579,5.169,-74.611,2.253
-73.579,5.169,-71.601,6.751
-73.579,5.169,-76.402,6.151
-73.579,5.169,-76.343,1.631
-73.579,5.169,-73.357,4.279
-76.992,6.338,-75.318,6.366
-76.983,4.366,-73.579,5.169
-75.97,3.905,-75.318,6.366
-75.97,3.905,-77.831,2.95
-75.97,3.905,-77.453,1.436
-75.97,3.905,-76.169,0.842
-75.97,3.905,-76.402,6.151
-72.186,8.545,-70.562,7.114
-72.186,8.545,-72.642,7.21
-72.186,8.545,-75.318,6.366
-74.81,9.554,-73.579,5.169
-75.318,6.366,-76.667,7.055
-75.318,6.366,-72.642,7.21
-75.318,6.366,-73.579,5.169
-75.318,6.366,-76.992,6.338
-75.318,6.366,-75.97,3.905
-75.318,6.366,-76.8,6.166
-75.318,6.366,-76.402,6.151
-71.974,5.531,-73.579,5.169
-75.274,1.981,-73.579,5.169
-77.831,2.95,-75.97,3.905
-77.453,1.436,-75.97,3.905
-72.362,-0.556,-72.017,-0.3
-72.362,-0.556,-69.906,-3.656
-69.906,-3.656,-72.362,-0.556
-69.906,-3.656,-69.3,-0.884
-69.906,-3.656,-69.555,-2.779
-73.646,2.298,-73.357,4.279
-69.3,-0.884,-69.906,-3.656
-74.617,0.366,-74.824,3.583
-74.617,0.366,-76.169,0.842
-69.724,1.422,-73.579,5.169
-69.724,1.422,-73.357,4.279
-76.8,6.166,-75.318,6.366
-74.824,3.583,-73.579,5.169
-74.824,3.583,-74.617,0.366
-67.156,6.307,-73.579,5.169
-67.156,6.307,-73.357,4.279
-67.85,4.416,-73.579,5.169
-67.85,4.416,-73.357,4.279
-76.82,1.66,-73.579,5.169
-76.169,0.842,-73.579,5.169
-76.169,0.842,-75.97,3.905
-76.169,0.842,-74.617,0.366
-80.931,13.594,-81.519,12.972
-71.834,7.527,-73.579,5.169
-72.399,2.966,-73.579,5.169
-74.611,2.253,-72.017,-0.3
-74.611,2.253,-73.579,5.169
-69.555,-2.779,-69.906,-3.656
-71.601,6.751,-73.579,5.169
-76.402,6.151,-73.579,5.169
-76.402,6.151,-75.97,3.905
-76.402,6.151,-75.318,6.366
-76.343,1.631,-73.579,5.169
-73.357,4.279,-73.579,5.169
-73.357,4.279,-73.646,2.298
-73.357,4.279,-69.724,1.422
-73.357,4.279,-67.156,6.307
-73.357,4.279,-67.85,4.416
40.594,43.749,29.551,47.546
24.574,38.56,29.551,47.546
2.916,49.021,8.905,50.044
38.51,55.681,29.551,47.546
12.417,42.34,29.551,47.546
8.905,50.044,2.916,49.021
8.905,50.044,29.551,47.546
29.357,41.628,29.551,47.546
31.491,50.575,29.551,47.546
29.551,47.546,40.594,43.749
29.551,47.546,38.51,55.681
29.551,47.546,12.417,42.34
29.551,47.546,8.905,50.044
29.551,47.546,29.357,41.628
29.551,47.546,31.491,50.575
29.551,47.546,34.041,35.458
29.551,47.546,30.437,60.333
29.551,47.546,-3.278,40.822
29.551,47.546,9.213,46.051
29.551,47.546,26.17,44.953
29.551,47.546,29.515,41.497
29.551,47.546,16.949,48.183
29.551,47.546,11.48,45.659
34.041,35.458,24.574,38.56
30.437,60.333,29.551,47.546
0.349,51.246,8.905,50.044
-3.278,40.822,29.551,47.546
9.213,46.051,29.551,47.546
26.17,44.953,29.551,47.546
29.515,41.497,29.551,47.546
16.949,48.183,29.551,47.546
11.48,45.659,29.551,47.546
93.337,24.244,88.744,23.091
93.337,24.244,91.976,26.176
73.057,23.128,77.562,23.479
73.057,23.128,78.113,13.583
73.057,23.128,73.446,19.147
73.057,23.128,77.171,28.944
73.057,23.128,76.335,23.202
75.328,32.182,77.171,28.944
55.085,24.721,73.446,19.147
55.085,24.721,76.592,11.228
55.085,24.721,76.652,10.259
55.085,24.721,77.171,28.944
55.085,24.721,78.779,17.755
55.085,24.721,80.3,13.657
55.085,24.721,77.533,8.803
51.056,26.451,73.446,19.147
86.362,20.407,78.113,13.583
86.362,20.407,73.446,19.147
86.362,20.407,88.744,23.091
73.377,22.56,73.446,19.147
73.377,22.56,77.171,28.944
77.562,23.479,73.057,23.128
77.562,23.479,73.446,19.147
77.562,23.479,77.171,28.944
77.562,23.479,78.779,17.755
77.562,23.479,82.231,21.3
72.308,22.253,73.446,19.147
101.245,14.135,73.446,19.147
101.245,14.135,88.744,23.091
101.245,14.135,77.171,28.944
78.113,13.583,73.057,23.128
78.113,13.583,86.362,20.407
78.113,13.583,73.446,19.147
78.113,13.583,88.744,23.091
78.113,13.583,77.072,11.05
78.113,13.583,76.652,10.259
78.113,13.583,77.171,28.944
78.113,13.583,74.385,15.634
78.113,13.583,78.779,17.755
78.113,13.583,75.483,13.602
78.113,13.583,102.183,3.242
78.113,13.583,80.3,13.657
78.113,13.583,74.532,18.97
78.113,13.583,77.533,8.803
73.446,19.147,73.057,23.128
73.446,19.147,55.085,24.721
73.446,19.147,51.056,26.451
73.446,19.147,86.362,20.407
73.446,19.147,73.377,22.56
73.446,19.147,77.562,23.479
73.446,19.147,72.308,22.253
73.446,19.147,101.245,14.135
73.446,19.147,78.113,13.583
73.446,19.147,4.807,51.502
73.446,19.147,76.592,11.228
73.446,19.147,88.744,23.091
73.446,19.147,77.072,11.05
73.446,19.147,80.473,7.301
73.446,19.147,76.652,10.259
73.446,19.147,90.662,24.405
73.446,19.147,77.171,28.944
73.446,19.147,50.329,26.785
73.446,19.147,51.941,25.435
73.446,19.147,55.607,25.421
73.446,19.147,74.385,15.634
73.446,19.147,114.524,22.514
73.446,19.147,78.779,17.755
73.446,19.147,76.335,23.202
73.446,19.147,77.314,31.122
73.446,19.147,75.483,13.602
73.446,19.147,85.536,23.523
73.446,19.147,75.663,20.437
73.446,19.147,76.353,27.373
73.446,19.147,73.081,26.418
73.446,19.147,39.26,22.132
73.446,19.147,28.41,-25.566
73.446,19.147,85.598,28.16
73.446,19.147,102.183,3.242
73.446,19.147,48.614,29.377
73.446,19.147,-0.103,51.795
73.446,19.147,81.482,27.267
73.446,19.147,80.3,13.657
73.446,19.147,58.474,23.988
73.446,19.147,79.078,21.153
73.446,19.147,37.545,-0.866
73.446,19.147,140.643,36.274
73.446,19.147,70.095,22.081
73.446,19.147,74.532,18.97
73.446,19.147,71.299,22.515
73.446,19.147,82.231,21.3
73.446,19.147,47.164,25.596
73.446,19.147,104.657,1.583
73.446,19.147,77.533,8.803
73.446,19.147,74.493,25.029
73.446,19.147,83.374,18.201
4.807,51.502,73.446,19.147
4.807,51.502,77.171,28.944
4.807,51.502,-73.615,41.154
4.807,51.502,-73.632,41.066
4.807,51.502,80.3,13.657
4.807,51.502,-79.385,44.128
76.592,11.228,55.085,24.721
76.592,11.228,73.446,19.147
88.744,23.091,93.337,24.244
88.744,23.091,86.362,20.407
88.744,23.091,101.245,14.135
88.744,23.091,78.113,13.583
88.744,23.091,73.446,19.147
88.744,23.091,90.662,24.405
88.744,23.091,77.171,28.944
88.744,23.091,94.285,26.473
88.744,23.091,91.976,26.176
88.744,23.091,94.494,25.266
88.744,23.091,91.4,24.478
88.744,23.091,88.547,27.135
88.744,23.091,85.536,23.523
88.744,23.091,93.631,25.521
88.744,23.091,93.216,12.068
88.744,23.091,94.292,27.219
88.744,23.091,81.482,27.267
88.744,23.091,80.3,13.657
88.744,23.091,85.146,25.985
88.744,23.091,82.231,21.3
88.744,23.091,83.374,18.201
77.072,11.05,78.113,13.583
77.072,11.05,73.446,19.147
77.072,11.05,80.3,13.657
80.473,7.301,73.446,19.147
80.473,7.301,77.171,28.944
80.473,7.301,80.3,13.657
76.652,10.259,55.085,24.721
76.652,10.259,78.113,13.583
76.652,10.259,73.446,19.147
76.652,10.259,51.941,25.435
76.652,10.259,78.779,17.755
76.652,10.259,80.3,13.657
76.652,10.259,58.474,23.988
76.652,10.259,55.861,25.547
90.662,24.405,73.446,19.147
90.662,24.405,88.744,23.091
90.662,24.405,77.171,28.944
78.3,30.316,77.171,28.944
77.171,28.944,73.057,23.128
77.171,28.944,75.328,32.182
77.171,28.944,55.085,24.721
77.171,28.944,73.377,22.56
77.171,28.944,77.562,23.479
77.171,28.944,101.245,14.135
77.171,28.944,78.113,13.583
77.171,28.944,73.446,19.147
77.171,28.944,4.807,51.502
77.171,28.944,88.744,23.091
77.171,28.944,80.473,7.301
77.171,28.944,90.662,24.405
77.171,28.944,78.3,30.316
77.171,28.944,51.941,25.435
77.171,28.944,55.607,25.421
77.171,28.944,91.976,26.176
77.171,28.944,114.524,22.514
77.171,28.944,78.779,17.755
77.171,28.944,76.335,23.202
77.171,28.944,88.547,27.135
77.171,28.944,77.314,31.122
77.171,28.944,75.395,33.148
77.171,28.944,77.91,34.226
77.171,28.944,85.536,23.523
77.171,28.944,75.663,20.437
77.171,28.944,76.353,27.373
77.171,28.944,73.081,26.418
77.171,28.944,85.598,28.16
77.171,28.944,102.183,3.242
77.171,28.944,-0.103,51.795
77.171,28.944,81.482,27.267
77.171,28.944,80.3,13.657
77.171,28.944,9.213,46.051
77.171,28.944,-87.842,42.631
77.171,28.944,85.146,25.985
77.171,28.944,74.532,18.97
77.171,28.944,82.231,21.3
77.171,28.944,104.657,1.583
77.171,28.944,75.29,34.645
77.171,28.944,74.493,25.029
77.171,28.944,83.432,25.753
95.028,27.806,91.976,26.176
71.535,21.188,73.446,19.147
50.329,26.785,73.446,19.147
50.329,26.785,77.533,8.803
94.285,26.473,88.744,23.091
51.941,25.435,73.446,19.147
51.941,25.435,76.652,10.259
51.941,25.435,77.171,28.944
55.607,25.421,73.446,19.147
55.607,25.421,77.171,28.944
55.607,25.421,78.779,17.755
55.607,25.421,80.3,13.657
-73.615,41.154,4.807,51.502
91.976,26.176,93.337,24.244
91.976,26.176,88.744,23.091
91.976,26.176,77.171,28.944
91.976,26.176,95.028,27.806
91.976,26.176,94.494,25.266
91.976,26.176,91.4,24.478
91.976,26.176,93.631,25.521
91.976,26.176,94.292,27.219
74.385,15.634,78.113,13.583
74.385,15.634,73.446,19.147
74.385,15.634,78.779,17.755
80.53,25.361,83.432,25.753
114.524,22.514,73.446,19.147
114.524,22.514,77.171,28.944
114.524,22.514,-87.842,42.631
114.524,22.514,-121.959,38.031
78.779,17.755,55.085,24.721
78.779,17.755,77.562,23.479
78.779,17.755,78.113,13.583
78.779,17.755,73.446,19.147
78.779,17.755,76.652,10.259
78.779,17.755,77.171,28.944
78.779,17.755,55.607,25.421
78.779,17.755,74.385,15.634
78.779,17.755,76.335,23.202
78.779,17.755,102.183,3.242
78.779,17.755,80.3,13.657
78.779,17.755,79.078,21.153
78.779,17.755,74.532,18.97
78.779,17.755,82.363,17.183
78.779,17.755,82.231,21.3
78.779,17.755,79.905,14.054
78.779,17.755,81.328,16.884
78.779,17.755,83.374,18.201
-77.094,39.574,-0.103,51.795
76.335,23.202,73.057,23.128
76.335,23.202,77.562,23.479
76.335,23.202,73.446,19.147
76.335,23.202,77.171,28.944
76.335,23.202,78.779,17.755
76.335,23.202,76.353,27.373
76.335,23.202,81.482,27.267
76.335,23.202,79.078,21.153
76.335,23.202,74.532,18.97
76.335,23.202,82.231,21.3
94.494,25.266,88.744,23.091
94.494,25.266,91.976,26.176
91.4,24.478,88.744,23.091
91.4,24.478,91.976,26.176
88.547,27.135,88.744,23.091
88.547,27.135,77.171,28.944
77.314,31.122,73.446,19.147
77.314,31.122,77.171,28.944
77.314,31.122,77.91,34.226
77.314,31.122,76.353,27.373
75.483,13.602,78.113,13.583
75.483,13.602,73.446,19.147
75.395,33.148,77.171,28.944
75.395,33.148,75.29,34.645
77.91,34.226,77.171,28.944
77.91,34.226,77.314,31.122
78.155,10.39,80.3,13.657
85.536,23.523,73.446,19.147
85.536,23.523,88.744,23.091
85.536,23.523,77.171,28.944
93.631,25.521,88.744,23.091
93.631,25.521,91.976,26.176
75.663,20.437,73.446,19.147
75.663,20.437,77.171,28.944
93.216,12.068,88.744,23.091
93.216,12.068,80.3,13.657
76.353,27.373,73.446,19.147
76.353,27.373,77.171,28.944
76.353,27.373,76.335,23.202
76.353,27.373,77.314,31.122
73.081,26.418,73.446,19.147
73.081,26.418,77.171,28.944
39.26,22.132,73.446,19.147
-73.632,41.066,4.807,51.502
28.41,-25.566,73.446,19.147
94.292,27.219,88.744,23.091
94.292,27.219,91.976,26.176
85.598,28.16,73.446,19.147
85.598,28.16,77.171,28.944
102.183,3.242,78.113,13.583
102.183,3.242,73.446,19.147
102.183,3.242,77.171,28.944
102.183,3.242,78.779,17.755
102.183,3.242,80.3,13.657
48.614,29.377,73.446,19.147
-118.014,34.57,-0.103,51.795
-0.103,51.795,73.446,19.147
-0.103,51.795,77.171,28.944
-0.103,51.795,-77.094,39.574
-0.103,51.795,-118.014,34.57
-0.103,51.795,-87.842,42.631
-0.103,51.795,-121.959,38.031
81.482,27.267,73.446,19.147
81.482,27.267,77.171,28.944
81.482,27.267,76.335,23.202
81.482,27.267,85.146,25.985
81.482,27.267,83.432,25.753
80.3,13.657,55.085,24.721
80.3,13.657,78.113,13.583
80.3,13.657,73.446,19.147
80.3,13.657,4.807,51.502
80.3,13.657,88.744,23.091
80.3,13.657,77.072,11.05
80.3,13.657,80.473,7.301
80.3,13.657,76.652,10.259
80.3,13.657,77.171,28.944
80.3,13.657,55.607,25.421
80.3,13.657,78.779,17.755
80.3,13.657,78.155,10.39
80.3,13.657,93.216,12.068
80.3,13.657,102.183,3.242
80.3,13.657,104.657,1.583
80.3,13.657,77.533,8.803
80.3,13.657,79.182,11.275
80.3,13.657,83.374,18.201
58.474,23.988,73.446,19.147
58.474,23.988,76.652,10.259
58.474,23.988,77.533,8.803
9.213,46.051,77.171,28.944
79.078,21.153,73.446,19.147
79.078,21.153,78.779,17.755
37.545,-0.866,73.446,19.147
-87.842,42.631,77.171,28.944
-87.842,42.631,114.524,22.514
-87.842,42.631,-0.103,51.795
85.146,25.985,88.744,23.091
85.146,25.985,77.171,28.944
85.146,25.985,81.482,27.267
70.095,22.081,71.535,21.188
74.532,18.97,78.113,13.583
74.532,18.97,73.446,19.147
74.532,18.97,77.171,28.944
74.532,18.97,78.779,17.755
74.532,18.97,76.335,23.202
71.299,22.515,73.446,19.147
82.363,17.183,78.779,17.755
82.231,21.3,77.562,23.479
82.231,21.3,73.446,19.147
82.231,21.3,88.744,23.091
82.231,21.3,77.171,28.944
82.231,21.3,78.779,17.755
82.231,21.3,76.335,23.202
47.164,25.596,73.446,19.147
-121.959,38.031,114.524,22.514
-121.959,38.031,-0.103,51.795
55.861,25.547,76.652,10.259
55.861,25.547,77.533,8.803
104.657,1.583,73.446,19.147
104.657,1.583,77.171,28.944
104.657,1.583,80.3,13.657
75.29,34.645,77.171,28.944
75.29,34.645,75.395,33.148
79.905,14.054,73.446,19.147
79.905,14.054,78.779,17.755
77.533,8.803,55.085,24.721
77.533,8.803,78.113,13.583
77.533,8.803,73.446,19.147
77.533,8.803,50.329,26.785
77.533,8.803,80.3,13.657
77.533,8.803,58.474,23.988
77.533,8.803,55.861,25.547
79.182,11.275,80.3,13.657
74.493,25.029,73.446,19.147
74.493,25.029,77.171,28.944
81.328,16.884,78.779,17.755
83.432,25.753,88.744,23.091
83.432,25.753,77.171,28.944
83.432,25.753,80.53,25.361
83.374,18.201,73.446,19.147
83.374,18.201,88.744,23.091
83.374,18.201,78.779,17.755
83.374,18.201,80.3,13.657
-79.385,44.128,4.807,51.502
26.234,38.571,23.618,40.866
40.363,47.43,23.618,40.866
23.618,40.866,26.234,38.571
23.618,40.866,40.363,47.43
24.574,38.56,26.593,41.426
24.574,38.56,2.13,41.495
24.574,38.56,20.515,45.364
24.574,38.56,4.807,51.502
24.574,38.56,2.916,49.021
24.574,38.56,20.519,40.003
24.574,38.56,24.249,35.886
24.574,38.56,13.093,56.029
24.574,38.56,38.51,55.681
24.574,38.56,7.277,51.482
24.574,38.56,12.417,42.34
24.574,38.56,8.905,50.044
24.574,38.56,25.3,35.566
24.574,38.56,29.357,41.628
24.574,38.56,25.58,37.725
24.574,38.56,26.168,35.36
24.574,38.56,25.798,36.665
24.574,38.56,27.152,37.322
24.574,38.56,34.041,35.458
24.574,38.56,-0.103,51.795
24.574,38.56,-8.56,39.302
24.574,38.56,-3.278,40.822
24.574,38.56,26.997,39.094
24.574,38.56,12.31,48.589
24.574,38.56,9.213,46.051
24.574,38.56,28.143,36.675
24.574,38.56,23.618,40.866
24.574,38.56,23.676,43.158
24.574,38.56,20.2,41.691
24.574,38.56,35.477,32.018
24.574,38.56,16.949,48.183
26.593,41.426,24.574,38.56
2.13,41.495,24.574,38.56
20.515,45.364,24.574,38.56
4.807,51.502,24.574,38.56
2.916,49.021,24.574,38.56
20.519,40.003,24.574,38.56
20.519,40.003,23.618,40.866
24.249,35.886,24.574,38.56
24.249,35.886,23.618,40.866
13.093,56.029,24.574,38.56
38.51,55.681,24.574,38.56
38.51,55.681,23.618,40.866
7.277,51.482,24.574,38.56
7.277,51.482,23.618,40.866
12.417,42.34,24.574,38.56
8.905,50.044,24.574,38.56
8.905,50.044,23.618,40.866
25.3,35.566,24.574,38.56
25.3,35.566,23.618,40.866
29.357,41.628,24.574,38.56
25.58,37.725,24.574,38.56
26.168,35.36,24.574,38.56
25.798,36.665,24.574,38.56
27.152,37.322,24.574,38.56
22.042,37.113,23.618,40.866
34.041,35.458,24.574,38.56
34.041,35.458,-0.103,51.795
34.041,35.458,23.618,40.866
-0.103,51.795,24.574,38.56
-0.103,51.795,34.041,35.458
-8.56,39.302,24.574,38.56
-3.278,40.822,24.574,38.56
26.997,39.094,24.574,38.56
26.997,39.094,23.618,40.866
12.31,48.589,24.574,38.56
12.31,48.589,23.618,40.866
9.213,46.051,24.574,38.56
28.143,36.675,24.574,38.56
28.143,36.675,23.618,40.866
23.618,40.866,24.574,38.56
23.618,40.866,20.519,40.003
23.618,40.866,24.249,35.886
23.618,40.866,38.51,55.681
23.618,40.866,7.277,51.482
23.618,40.866,8.905,50.044
23.618,40.866,25.3,35.566
23.618,40.866,22.042,37.113
23.618,40.866,34.041,35.458
23.618,40.866,26.997,39.094
23.618,40.866,12.31,48.589
23.618,40.866,28.143,36.675
23.618,40.866,27.519,38.15
23.618,40.866,9.369,49.149
27.519,38.15,23.618,40.866
23.676,43.158,24.574,38.56
9.369,49.149,23.618,40.866
20.2,41.691,24.574,38.56
35.477,32.018,24.574,38.56
16.949,48.183,24.574,38.56
-63.42,-21.935,-64.503,-21.26
-65.629,-17.036,-64.864,-14.698
-68.639,-10.401,-64.864,-14.698
-64.91,-10.701,-66,-11
-64.91,-10.701,-64.864,-14.698
-67.654,-16.189,-64.864,-14.698
-66,-11,-64.864,-14.698
-64.815,-18.346,-62.612,-17.667
-62.612,-17.667,-64.815,-18.346
-62.612,-17.667,-64.864,-14.698
-62.612,-17.667,-64.503,-21.26
-64.864,-14.698,-65.629,-17.036
-64.864,-14.698,-68.639,-10.401
-64.864,-14.698,-64.91,-10.701
-64.864,-14.698,-67.654,-16.189
-64.864,-14.698,-66,-11
-64.864,-14.698,-62.612,-17.667
-64.864,-14.698,-62.559,-17.408
-64.503,-21.26,-63.42,-21.935
-64.503,-21.26,-62.612,-17.667
0.984,44.291,2.599,49.208
2.703,45.485,2.599,49.208
1.781,45.251,2.599,49.208
2.481,43.927,2.599,49.208
-3.12,49.257,2.599,49.208
1.299,46.437,2.599,49.208
-0.659,46.298,2.599,49.208
-0.659,46.298,0.511,46.979
5.151,46.21,0.511,46.979
-1.352,47.255,-1.582,47.52
2.599,49.208,0.984,44.291
2.599,49.208,2.703,45.485
2.599,49.208,1.781,45.251
2.599,49.208,2.481,43.927
2.599,49.208,-3.12,49.257
2.599,49.208,1.299,46.437
2.599,49.208,-0.659,46.298
0.511,46.979,-0.659,46.298
0.511,46.979,5.151,46.21
-1.582,47.52,1.606,44.048
1.606,44.048,-1.352,47.255
11.543,46.766,12.417,42.34
12.417,42.34,11.543,46.766
12.417,42.34,10.493,45.374
10.493,45.374,12.417,42.34
24.574,38.56,45.591,42.115
41.999,42.017,38.51,55.681
41.999,42.017,31.491,50.575
41.999,42.017,45.591,42.115
2.916,49.021,45.591,42.115
38.51,55.681,41.999,42.017
38.51,55.681,45.591,42.115
55.607,25.421,45.591,42.115
8.905,50.044,45.591,42.115
36.483,50.541,45.591,42.115
31.491,50.575,41.999,42.017
31.491,50.575,45.591,42.115
24.618,57.539,45.591,42.115
45.591,42.115,24.574,38.56
45.591,42.115,41.999,42.017
45.591,42.115,38.51,55.681
45.591,42.115,55.607,25.421
45.591,42.115,8.905,50.044
45.591,42.115,36.483,50.541
45.591,42.115,31.491,50.575
45.591,42.115,24.618,57.539
45.591,42.115,35.477,32.018
45.591,42.115,16.949,48.183
35.477,32.018,45.591,42.115
16.949,48.183,45.591,42.115
-99.47,32.685,-96.397,33.494
-106.349,35.067,-96.397,33.494
-106.349,35.067,-118.014,34.57
-106.349,35.067,-87.842,42.631
-96.718,32.018,-96.397,33.494
-58.027,-34.266,-54.123,-25.563
-58.027,-34.266,-68.655,-32.72
-92.25,31.545,-96.397,33.494
-81.941,33.616,-96.397,33.494
-101.864,22.175,-96.397,33.494
175.319,-36.347,-118.014,34.57
175.319,-36.347,145.405,-37.456
-101.51,35.365,-96.397,33.494
36.655,32.204,-73.632,41.066
36.655,32.204,-87.842,42.631
36.655,32.204,-73.569,45.784
-61.655,17.227,-73.632,41.066
-61.655,17.227,-79.818,26.322
-61.655,17.227,-65.337,18.732
-171.348,-13.717,-157.871,21.531
-75.37,44.653,-87.842,42.631
-106.782,39.372,-96.397,33.494
-106.782,39.372,-118.014,34.57
-84.047,34.061,-96.397,33.494
-84.047,34.061,-73.788,41.295
-84.047,34.061,-0.103,51.795
-84.047,34.061,-79.818,26.322
-84.047,34.061,-87.842,42.631
-69.359,12.835,-79.818,26.322
55.085,24.721,80.473,7.301
55.085,24.721,-73.632,41.066
55.085,24.721,-0.103,51.795
55.085,24.721,58.474,23.988
55.085,24.721,-87.842,42.631
55.085,24.721,71.857,34.656
-97.45,30.324,-96.397,33.494
-97.45,30.324,-118.014,34.57
-97.45,30.324,-87.842,42.631
-85.254,42.391,-87.842,42.631
51.056,26.451,51.941,25.435
51.056,26.451,-0.103,51.795
2.13,41.495,-73.632,41.066
2.13,41.495,-79.818,26.322
-64.465,32.606,-73.632,41.066
-64.465,32.606,-79.818,26.322
-72.473,42.564,-96.397,33.494
-72.473,42.564,-79.818,26.322
-72.473,42.564,-87.842,42.631
-72.473,42.564,-65.337,18.732
-59.155,13.124,-96.397,33.494
